date,quantité,catégorie_produit,nom_client,longitude,latitude,type_transport,coût_transport
2024-01-01,30,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,135.49
2024-01-01,31,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,102.31
2024-01-01,32,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,177.87
2024-01-01,33,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,183.43
2024-01-01,34,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,129.93
2024-01-01,36,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,134.45
2024-01-01,37,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,196.03
2024-01-01,38,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,158.42
2024-01-01,39,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,162.59
2024-01-01,40,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,152.86
2024-01-01,42,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,207.93
2024-01-01,43,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,242.75
2024-01-01,44,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,152.86
2024-01-01,45,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,171.97
2024-01-01,46,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,223.73
2024-01-01,48,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,216.78
2024-01-01,49,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,217.05
2024-01-01,50,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,160.68
2024-01-01,51,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,225.9
2024-01-01,52,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,216.78
2024-01-01,54,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,272.02
2024-01-01,55,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,152.86
2024-01-01,56,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,179.96
2024-01-01,57,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,168.32
2024-01-01,58,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,186.39
2024-01-01,59,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,204.97
2024-01-01,61,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,264.9
2024-01-01,62,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,258.47
2024-01-01,63,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,355.66
2024-01-01,64,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,277.93
2024-01-01,65,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,265.34
2024-01-01,67,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,261.86
2024-01-01,68,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,253.96
2024-01-01,69,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,287.66
2024-01-01,70,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,352.62
2024-01-01,71,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,308.33
2024-01-01,74,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,289.22
2024-01-01,75,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,338.73
2024-01-01,76,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,448.86
2024-01-01,77,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,347.76
2024-01-01,79,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,391.1
2024-01-01,80,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,354.36
2024-01-01,81,Protéines d'insectes pour alimentation animale,유한회사 마루코스메틱,126.665,36.6009,bateau,372.86
2025-01-01,1,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,15.0
2025-01-01,2,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,avion,14.42
2025-01-01,3,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,13.29
2025-01-01,4,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,18.41
2025-01-01,5,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,20.41
2025-01-01,6,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,25.53
2025-01-01,7,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,34.65
2025-01-01,8,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,28.49
2025-01-01,9,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,39.87
2025-01-01,10,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,46.03
2025-01-01,11,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,41.08
2025-01-01,12,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,50.03
2025-01-01,13,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,55.33
2025-01-01,14,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,71.74
2025-01-01,15,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,61.23
2025-01-01,16,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,61.14
2025-01-01,17,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,78.25
2025-01-01,18,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,101.62
2025-01-01,19,Farine protéique pour alimentation humaine,(주) 브레인,126.665,36.6009,bateau,67.66
2025-01-01,1,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,11.0
2025-01-01,2,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,16.0
2025-01-01,3,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,16.0
2025-01-01,4,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,14.0
2025-01-01,5,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,10.0
2025-01-01,6,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,10.0
2025-01-01,7,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,21.0
2025-01-01,8,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,18.0
2025-01-01,9,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,12.0
2025-01-01,10,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,16.0
2025-01-01,11,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,18.0
2025-01-01,12,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,15.0
2025-01-01,13,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,17.0
2025-01-01,14,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,17.0
2025-01-01,16,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,14.0
2025-01-01,17,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,20.0
2025-01-01,18,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,19.0
2025-01-01,19,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,14.0
2025-01-01,20,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,18.0
2025-01-01,21,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,11.0
2025-01-01,22,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,19.0
2025-01-01,23,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,15.0
2025-01-01,24,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,14.0
2025-01-01,25,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,22.0
2025-01-01,26,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,16.0
2025-01-01,27,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,18.0
2025-01-01,28,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,25.0
2025-01-01,29,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,11.22
2025-01-01,30,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,15.0
2025-01-01,31,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,26.0
2025-01-01,32,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,15.66
2025-01-01,33,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,16.67
2025-01-01,34,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,16.0
2025-01-01,35,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,19.0
2025-01-01,36,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,16.92
2025-01-01,38,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,17.86
2025-01-01,40,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,19.06
2025-01-01,42,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,19.74
2025-01-01,43,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,20.76
2025-01-01,44,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,20.12
2025-01-01,45,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,27.0
2025-01-01,46,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,23.54
2025-01-01,47,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,23.9
2025-01-01,50,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,24.78
2025-01-01,51,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,21.04
2025-01-01,52,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,26.27
2025-01-01,53,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,25.59
2025-01-01,54,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,23.49
2025-01-01,55,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,25.15
2025-01-01,56,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,29.19
2025-01-01,57,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,29.35
2025-01-01,58,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,25.6
2025-01-01,59,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,27.55
2025-01-01,60,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,25.33
2025-01-01,61,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,27.31
2025-01-01,62,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,32.12
2025-01-01,63,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,28.81
2025-01-01,64,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,31.72
2025-01-01,65,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,32.01
2025-01-01,66,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,30.6
2025-01-01,67,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,27.43
2025-01-01,68,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,33.49
2025-01-01,70,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,30.89
2025-01-01,71,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,34.51
2025-01-01,72,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,36.38
2025-01-01,73,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,38.99
2025-01-01,74,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,34.79
2025-01-01,75,Insectes en vrac,Adam & Bock AG,16.4,48.25,camion,36.7
2025-01-01,1,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,15.0
2025-01-01,2,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,20.0
2025-01-01,3,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,15.0
2025-01-01,4,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,19.0
2025-01-01,5,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,15.0
2025-01-01,6,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,15.0
2025-01-01,7,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,11.0
2025-01-01,8,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,10.0
2025-01-01,9,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,18.0
2025-01-01,10,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,18.0
2025-01-01,11,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,15.0
2025-01-01,12,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,16.0
2025-01-01,13,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,16.0
2025-01-01,14,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,15.0
2025-01-01,15,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,14.0
2025-01-01,16,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,15.0
2025-01-01,17,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,23.0
2025-01-01,18,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,10.0
2025-01-01,19,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,20.0
2025-01-01,20,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,10.0
2025-01-01,21,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,19.0
2025-01-01,22,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,14.0
2025-01-01,23,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,11.0
2025-01-01,24,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,17.0
2025-01-01,25,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,14.0
2025-01-01,26,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,16.0
2025-01-01,27,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,20.0
2025-01-01,28,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,9.51
2025-01-01,29,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,11.0
2025-01-01,30,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,13.0
2025-01-01,31,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,15.0
2025-01-01,32,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,12.0
2025-01-01,33,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,11.0
2025-01-01,34,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,18.0
2025-01-01,35,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,12.0
2025-01-01,36,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,13.0
2025-01-01,37,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,12.42
2025-01-01,38,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,12.21
2025-01-01,39,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,11.89
2025-01-01,40,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,21.0
2025-01-01,41,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,13.0
2025-01-01,42,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,17.0
2025-01-01,43,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,17.0
2025-01-01,44,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,15.0
2025-01-01,46,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,15.0
2025-01-01,47,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,15.0
2025-01-01,48,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,15.0
2025-01-01,50,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,17.0
2025-01-01,53,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,16.0
2025-01-01,54,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,16.25
2025-01-01,55,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,15.65
2025-01-01,56,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,20.0
2025-01-01,57,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,18.43
2025-01-01,58,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,20.54
2025-01-01,59,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,17.51
2025-01-01,60,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,18.91
2025-01-01,61,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,19.98
2025-01-01,62,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,22.0
2025-01-01,63,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,17.92
2025-01-01,64,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,18.34
2025-01-01,67,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,18.51
2025-01-01,68,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,21.44
2025-01-01,69,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,21.61
2025-01-01,70,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,24.5
2025-01-01,71,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,23.69
2025-01-01,72,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,23.87
2025-01-01,73,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,22.56
2025-01-01,74,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,24.69
2025-01-01,75,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,26.25
2025-01-01,76,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,22.4
2025-01-01,77,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,21.59
2025-01-01,78,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,23.47
2025-01-01,79,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,23.61
2025-01-01,80,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,25.05
2025-01-01,81,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,27.03
2025-01-01,82,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,24.84
2025-01-01,83,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,23.95
2025-01-01,84,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,26.82
2025-01-01,85,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,25.05
2025-01-01,88,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,26.84
2025-01-01,91,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,28.0
2025-01-01,92,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,30.13
2025-01-01,93,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,31.03
2025-01-01,94,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,29.25
2025-01-01,95,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,30.53
2025-01-01,96,Protéines d'insectes pour alimentation animale,De Oliveira,2.25,50.75,camion,30.46
2025-01-01,1,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,18.0
2025-01-01,2,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,12.0
2025-01-01,3,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,11.0
2025-01-01,4,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,16.0
2025-01-01,5,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,19.0
2025-01-01,6,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,9.36
2025-01-01,7,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,12.72
2025-01-01,8,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,17.0
2025-01-01,9,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,15.25
2025-01-01,10,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,16.72
2025-01-01,11,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,18.52
2025-01-01,12,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,21.0
2025-01-01,13,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,21.16
2025-01-01,14,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,23.88
2025-01-01,15,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,23.41
2025-01-01,16,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,26.22
2025-01-01,17,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,29.0
2025-01-01,18,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,36.32
2025-01-01,19,Ingrédients protéiques pour nutrition sportive,Ditschlerin AG,8.86704,50.23805,rail,29.87
2025-01-01,1,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,7.0
2025-01-01,2,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,13.0
2025-01-01,3,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,11.0
2025-01-01,4,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,12.0
2025-01-01,5,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,17.0
2025-01-01,6,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,16.0
2025-01-01,7,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,15.0
2025-01-01,8,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,17.0
2025-01-01,9,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,10.0
2025-01-01,10,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,9.72
2025-01-01,11,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,11.04
2025-01-01,12,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,19.0
2025-01-01,13,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,13.0
2025-01-01,14,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,13.79
2025-01-01,15,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,14.77
2025-01-01,16,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,15.86
2025-01-01,17,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,20.0
2025-01-01,18,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,17.73
2025-01-01,19,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,15.28
2025-01-01,20,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,18.2
2025-01-01,21,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,18.85
2025-01-01,22,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,20.98
2025-01-01,23,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,25.38
2025-01-01,24,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,22.74
2025-01-01,25,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,22.13
2025-01-01,26,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,24.8
2025-01-01,27,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,26.76
2025-01-01,28,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,27.93
2025-01-01,29,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,31.27
2025-01-01,30,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,26.74
2025-01-01,31,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,30.53
2025-01-01,32,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,29.72
2025-01-01,33,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,29.83
2025-01-01,34,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,32.85
2025-01-01,35,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,31.64
2025-01-01,40,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,40.64
2025-01-01,41,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,35.01
2025-01-01,42,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,43.2
2025-01-01,43,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,35.11
2025-01-01,44,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,39.77
2025-01-01,45,Protéines d'insectes pour alimentation animale,Eichenberger Ritter AG,6.10237,46.18396,rail,45.72
